Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2015 11 09 15 15 40    89.0    16.2   1.384   0.3   0.1   0.0  37.0  34.0   0.0 125 115   0  39  36  23   0  271.3   2.8  -1.2  0.0  0.0  0.0  20.83     1.5339    0.004  13.0   1.5 120.0   90.46    79.7      -1.0000       0.0000
2015 11 09 15 20 40    89.2    15.9   1.384   0.3   0.1   0.0  36.1  33.5   0.0 124 114   0  40  36  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.83     1.5355    0.005  13.0   2.0 120.0   90.61    79.9      -1.0000       0.0000
2015 11 09 15 25 40    86.9    13.8   1.387   0.3   0.1   0.0  36.5  34.0   0.0 125 114   0  40  35  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.84     1.5375    0.004  13.0   2.0 120.0   87.99    81.0      -1.0000       0.0000
2015 11 09 15 30 40    90.6    16.2   1.388   0.3   0.1   0.0  37.4  34.8   0.0 126 115   0  39  34  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.84     1.5379    0.005  13.0   2.0 120.0   92.04    79.9      -1.0000       0.0000
2015 11 09 15 35 40    88.8    15.1   1.386   0.3   0.1   0.0  37.0  34.8   0.0 125 115   0  39  34  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.85     1.5375    0.005  13.0   2.0 120.0   90.07    80.3      -1.0000       0.0000
2015 11 09 15 40 40    87.4    15.2   1.387   0.3   0.1   0.0  35.7  33.1   0.0 123 113   0  40  36  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.86     1.5359    0.004  13.0   2.0 120.0   88.71    80.1      -1.0000       0.0000
2015 11 09 15 45 40    88.7    16.3   1.388   0.3   0.1   0.0  36.5  34.0   0.0 124 114   0  39  35  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.87     1.5363    0.005  13.0   2.0 120.0   90.19    79.6      -1.0000       0.0000
2015 11 09 15 50 40    81.2    13.2   1.389   0.3   0.1   0.0  35.7  32.7   0.0 122 111   0  39  35  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.87     1.5367    0.006  13.0   2.0 120.0   82.27    80.8      -1.0000       0.0000
2015 11 09 15 55 40    64.2     8.8   1.389   0.3   0.1   0.0  34.4  31.4   0.0 119 109   0  39  36  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.88     1.5371    0.005  13.0   2.0 120.0   64.80    82.2      -1.0000       0.0000
2015 11 09 16 00 40    78.8    11.8   1.389   0.3   0.1   0.0  36.5  32.3   0.0 124 112   0  39  37  24   0  271.5   2.8  -1.2  0.0  0.0  0.0  20.89     1.5355    0.006  13.0   2.0 120.0   79.68    81.5      -1.0000       0.0000
