Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2016 10 31 15 11 14    63.5    10.2   1.398   0.3   0.1   0.0  36.5  35.3   0.0 118 114   0  33  32  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.92     1.4960    0.002  13.2   1.5 120.0   64.31    80.9      -1.0000       0.0000
2016 10 31 15 16 14    63.9    10.1   1.393   0.3   0.1   0.0  37.0  35.3   0.0 118 114   0  32  32  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.92     1.4936    0.004  13.2   1.5 120.0   64.69    81.0      -1.0000       0.0000
2016 10 31 15 21 14    62.5    10.3   1.392   0.3   0.1   0.0  37.0  34.8   0.0 118 114   0  32  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.92     1.4916    0.004  13.2   1.5 120.0   63.34    80.6      -1.0000       0.0000
2016 10 31 15 26 14    62.3    10.4   1.390   0.2   0.1   0.0  37.4  34.8   0.0 119 114   0  32  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.91     1.4873    0.004  13.2   1.5 120.0   63.16    80.5      -1.0000       0.0000
2016 10 31 15 31 14    60.9     8.2   1.387   0.3   0.1   0.0  40.0  33.1   0.0 126 110   0  33  33  25   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.91     1.4849    0.004  13.2   1.5 120.0   61.45    82.3      -1.0000       0.0000
2016 10 31 15 36 14    62.9    10.7   1.387   0.2   0.1   0.0  37.0  34.4   0.0 118 114   0  32  34  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.91     1.4837    0.004  13.2   1.5 120.0   63.80    80.3      -1.0000       0.0000
2016 10 31 15 41 14    63.3    10.4   1.386   0.3   0.1   0.0  37.0  34.8   0.0 118 114   0  32  33  25   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.92     1.4829    0.004  13.2   1.5 120.0   64.15    80.7      -1.0000       0.0000
2016 10 31 15 46 14    63.1    10.2   1.385   0.2   0.1   0.0  36.1  35.7   0.0 117 115   0  33  32  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.91     1.4821    0.004  13.2   1.5 120.0   63.92    80.8      -1.0000       0.0000
2016 10 31 15 51 14    60.7     9.4   1.383   0.3   0.1   0.0  35.7  34.4   0.0 116 113   0  33  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.92     1.4798    0.011  13.0   1.5 120.0   61.42    81.2      -1.0000       0.0000
2016 10 31 15 56 14    62.4    10.1   1.382   0.2   0.1   0.0  36.1  35.3   0.0 116 114   0  32  32  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.93     1.4798    0.004  13.0   1.5 120.0   63.21    80.8      -1.0000       0.0000
2016 10 31 16 01 14    62.0     9.6   1.376   0.3   0.1   0.0  37.4  34.8   0.0 119 114   0  32  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.94     1.4738    0.004  13.0   1.5 120.0   62.74    81.2      -1.0000       0.0000
2016 10 31 16 06 14    64.0    10.0   1.377   0.2   0.1   0.0  35.7  34.8   0.0 116 114   0  33  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.94     1.4766    0.003  13.0   1.5 120.0   64.78    81.1      -1.0000       0.0000
2016 10 31 16 11 14    63.5    10.7   1.377   0.3   0.1   0.0  36.1  34.4   0.0 116 113   0  32  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.94     1.4766    0.003  12.8   1.5 120.0   64.40    80.4      -1.0000       0.0000
2016 10 31 16 16 14    62.4    10.3   1.376   0.3   0.1   0.0  35.7  34.4   0.0 116 113   0  33  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.95     1.4727    0.003  12.8   1.5 120.0   63.24    80.6      -1.0000       0.0000
2016 10 31 16 21 14    63.2    10.3   1.375   0.3   0.1   0.0  36.1  34.8   0.0 117 114   0  33  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.95     1.4723    0.003  13.0   1.5 120.0   64.03    80.7      -1.0000       0.0000
2016 10 31 16 26 14    64.0    10.4   1.371   0.2   0.1   0.0  35.7  35.3   0.0 116 114   0  33  32  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.95     1.4695    0.003  13.0   1.5 120.0   64.84    80.8      -1.0000       0.0000
2016 10 31 16 31 14    63.1    10.6   1.370   0.3   0.1   0.0  35.7  34.8   0.0 116 114   0  33  33  25   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.96     1.4691    0.004  13.0   1.5 120.0   63.98    80.5      -1.0000       0.0000
2016 10 31 16 36 14    63.6    10.1   1.371   0.2   0.1   0.0  36.1  34.8   0.0 116 114   0  32  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.97     1.4703    0.003  13.0   1.5 120.0   64.40    81.0      -1.0000       0.0000
2016 10 31 16 41 14    65.4    10.5   1.376   0.3   0.1   0.0  35.7  34.4   0.0 116 114   0  33  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.97     1.4758    0.003  13.0   1.5 120.0   66.24    80.9      -1.0000       0.0000
2016 10 31 16 46 14    65.9    10.8   1.376   0.3   0.1   0.0  35.7  34.0   0.0 116 113   0  33  34  25   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.97     1.4762    0.003  13.0   1.5 120.0   66.78    80.7      -1.0000       0.0000
2016 10 31 16 51 14    65.7    11.2   1.375   0.3   0.1   0.0  36.1  33.1   0.0 116 113   0  32  36  25   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.97     1.4778    0.003  13.0   1.5 120.0   66.65    80.3      -1.0000       0.0000
2016 10 31 16 56 14    67.2    11.0   1.376   0.3   0.1   0.0  35.3  34.4   0.0 116 113   0  34  33  25   0  261.0   4.0  -2.4  0.0  0.0  0.0  18.97     1.4778    0.003  12.8   1.5 120.0   68.09    80.7      -1.0000       0.0000
2016 10 31 17 01 14    64.9    11.2   1.373   0.3   0.1   0.0  35.7  34.4   0.0 115 113   0  32  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.98     1.4758    0.003  12.8   1.5 120.0   65.86    80.2      -1.0000       0.0000
2016 10 31 17 06 14    68.4    11.5   1.374   0.3   0.1   0.0  35.7  34.0   0.0 116 113   0  33  34  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.98     1.4762    0.003  12.8   1.5 120.0   69.36    80.5      -1.0000       0.0000
2016 10 31 17 11 14    66.0    10.6   1.373   0.3   0.1   0.0  35.7  33.5   0.0 116 113   0  33  35  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.98     1.4762    0.003  12.8   1.5 120.0   66.85    80.9      -1.0000       0.0000
2016 10 31 17 16 14    67.6    11.7   1.373   0.2   0.0   0.0  35.7  34.4   0.0 116 113   0  33  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.98     1.4762    0.003  12.6   1.5 120.0   68.61    80.2      -1.0000       0.0000
2016 10 31 17 21 14    66.9    11.2   1.373   0.2   0.1   0.0  35.7  33.5   0.0 116 112   0  33  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.99     1.4742    0.004  12.6   1.5 120.0   67.83    80.5      -1.0000       0.0000
2016 10 31 17 26 14    68.3    11.3   1.370   0.2   0.1   0.0  35.7  34.4   0.0 116 113   0  33  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.98     1.4723    0.003  12.6   1.5 120.0   69.23    80.6      -1.0000       0.0000
2016 10 31 17 31 14    68.5    11.3   1.370   0.3   0.1   0.0  35.7  34.4   0.0 116 113   0  33  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.99     1.4719    0.002  12.6   1.5 120.0   69.43    80.6      -1.0000       0.0000
2016 10 31 17 36 14    69.3    11.3   1.370   0.3   0.1   0.0  35.7  34.8   0.0 116 113   0  33  32  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  18.99     1.4703    0.003  12.6   1.5 120.0   70.22    80.7      -1.0000       0.0000
2016 10 31 17 41 14    69.9    11.5   1.367   0.3   0.1   0.0  36.1  33.5   0.0 116 113   0  32  35  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  18.99     1.4679    0.003  12.6   1.5 120.0   70.84    80.7      -1.0000       0.0000
2016 10 31 17 46 14    68.3    12.0   1.365   0.3   0.1   0.0  35.7  34.4   0.0 116 113   0  33  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.00     1.4647    0.003  12.4   1.5 120.0   69.35    80.0      -1.0000       0.0000
2016 10 31 17 51 14    69.5    11.6   1.363   0.3   0.1   0.0  35.7  33.5   0.0 116 114   0  33  36  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4624    0.003  12.4   1.5 120.0   70.46    80.5      -1.0000       0.0000
2016 10 31 17 56 14    68.9    11.1   1.361   0.3   0.1   0.0  35.7  34.4   0.0 116 113   0  33  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4600    0.003  12.4   1.5 120.0   69.79    80.8      -1.0000       0.0000
2016 10 31 18 01 14    70.2    11.9   1.359   0.3   0.1   0.0  35.3  34.4   0.0 116 114   0  34  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4592    0.002  12.4   1.5 120.0   71.20    80.4      -1.0000       0.0000
2016 10 31 18 06 14    70.6    11.4   1.357   0.2   0.1   0.0  35.7  34.0   0.0 115 114   0  32  35  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4580    0.002  12.4   1.5 120.0   71.51    80.8      -1.0000       0.0000
2016 10 31 18 11 14    71.2    11.7   1.355   0.3   0.1   0.0  35.7  34.0   0.0 116 114   0  33  35  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4564    0.003  12.4   1.5 120.0   72.15    80.7      -1.0000       0.0000
2016 10 31 18 16 14    71.2    11.7   1.352   0.3   0.1   0.0  36.1  34.4   0.0 116 113   0  32  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  19.01     1.4541    0.003  12.4   1.5 120.0   72.15    80.7      -1.0000       0.0000
2016 10 31 18 21 14    69.6    11.2   1.351   0.3   0.1   0.0  35.7  33.5   0.0 116 113   0  33  35  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.02     1.4529    0.002  12.4   1.5 120.0   70.50    80.9      -1.0000       0.0000
2016 10 31 18 26 14    69.8    11.3   1.348   0.3   0.1   0.0  35.7  34.0   0.0 115 113   0  32  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.02     1.4517    0.003  12.4   1.5 120.0   70.71    80.8      -1.0000       0.0000
2016 10 31 18 31 14    69.7    11.4   1.349   0.3   0.1   0.0  35.7  34.4   0.0 116 114   0  33  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4489    0.003  12.4   1.5 120.0   70.63    80.7      -1.0000       0.0000
2016 10 31 18 36 14    69.4    11.3   1.349   0.3   0.1   0.0  36.1  34.4   0.0 116 113   0  32  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4485    0.003  12.4   1.5 120.0   70.31    80.8      -1.0000       0.0000
2016 10 31 18 41 14    67.8    11.3   1.347   0.2   0.0   0.0  36.1  34.4   0.0 116 113   0  32  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.02     1.4462    0.003  12.4   1.5 120.0   68.74    80.5      -1.0000       0.0000
2016 10 31 18 46 14    66.6    11.1   1.345   0.3   0.1   0.0  35.7  33.5   0.0 116 112   0  33  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.02     1.4442    0.003  12.4   1.5 120.0   67.52    80.5      -1.0000       0.0000
2016 10 31 18 51 14    65.1    10.0   1.345   0.3   0.1   0.0  35.3  33.5   0.0 115 112   0  33  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4426    0.003  12.4   1.5 120.0   65.86    81.3      -1.0000       0.0000
2016 10 31 18 56 14    62.6    10.1   1.344   0.2   0.1   0.0  34.8  33.5   0.0 114 112   0  33  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4430    0.003  12.4   1.5 120.0   63.41    80.8      -1.0000       0.0000
2016 10 31 19 01 14    64.0    10.4   1.344   0.3   0.1   0.0  35.3  33.5   0.0 115 112   0  33  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4454    0.003  12.4   1.5 120.0   64.84    80.8      -1.0000       0.0000
2016 10 31 19 06 14    63.0     9.7   1.344   0.2   0.0   0.0  35.3  34.4   0.0 114 112   0  32  32  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4434    0.003  12.4   1.5 120.0   63.74    81.2      -1.0000       0.0000
2016 10 31 19 11 14    54.5     6.9   1.341   0.3   0.1   0.0  34.0  32.3   0.0 113 109   0  34  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4363    0.003  12.4   1.5 120.0   54.94    82.8      -1.0000       0.0000
2016 10 31 19 16 14    62.3     9.8   1.342   0.3   0.1   0.0  35.3  34.0   0.0 115 112   0  33  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4379    0.003  12.4   1.5 120.0   63.07    81.1      -1.0000       0.0000
2016 10 31 19 21 14    57.8     8.7   1.342   0.2   0.0   0.0  34.4  33.1   0.0 113 110   0  33  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.00     1.4355    0.003  12.4   1.5 120.0   58.45    81.4      -1.0000       0.0000
2016 10 31 19 26 14    57.8     8.9   1.342   0.3   0.1   0.0  34.4  32.7   0.0 114 110   0  34  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.00     1.4355    0.003  12.4   1.5 120.0   58.48    81.2      -1.0000       0.0000
2016 10 31 19 31 14    50.7     6.7   1.340   0.3   0.1   0.0  34.0  32.7   0.0 112 109   0  33  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.00     1.4347    0.003  12.4   1.5 120.0   51.14    82.5      -1.0000       0.0000
2016 10 31 19 36 14    49.1     6.3   1.338   0.3   0.1   0.0  34.0  31.8   0.0 113 108   0  34  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.00     1.4351    0.003  12.4   1.5 120.0   49.50    82.7      -1.0000       0.0000
2016 10 31 19 41 14    56.8     9.6   1.337   0.3   0.1   0.0  34.4  34.0   0.0 113 111   0  33  32  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.00     1.4303    0.004  12.4   1.5 120.0   57.61    80.4      -1.0000       0.0000
2016 10 31 19 46 14    55.4     8.7   1.336   0.2   0.1   0.0  34.4  33.1   0.0 114 111   0  34  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.00     1.4252    0.004  12.4   1.5 120.0   56.08    81.1      -1.0000       0.0000
2016 10 31 19 51 14    52.9     7.2   1.338   0.3   0.1   0.0  35.3  32.7   0.0 115 110   0  33  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4359    0.003  12.4   1.5 120.0   53.39    82.2      -1.0000       0.0000
2016 10 31 19 56 14    58.8     8.2   1.337   0.2   0.0   0.0  34.8  33.5   0.0 115 111   0  34  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4382    0.005  12.4   1.5 120.0   59.37    82.1      -1.0000       0.0000
2016 10 31 20 01 14    59.5     8.2   1.338   0.2   0.0   0.0  34.8  33.1   0.0 114 111   0  33  34  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4390    0.004  12.4   1.5 120.0   60.06    82.2      -1.0000       0.0000
2016 10 31 20 06 14    60.5     8.0   1.337   0.2   0.1   0.0  35.3  32.7   0.0 115 110   0  33  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4379    0.004  12.4   1.5 120.0   61.03    82.5      -1.0000       0.0000
2016 10 31 20 11 14    60.7     8.2   1.335   0.2   0.1   0.0  35.3  33.5   0.0 116 111   0  34  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4355    0.004  12.4   1.5 120.0   61.25    82.3      -1.0000       0.0000
2016 10 31 20 16 14    61.7     8.3   1.336   0.2   0.0   0.0  35.3  33.5   0.0 115 111   0  33  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.02     1.4351    0.003  12.4   1.5 120.0   62.26    82.3      -1.0000       0.0000
2016 10 31 20 21 14    63.4     9.6   1.334   0.2   0.1   0.0  35.7  33.5   0.0 116 112   0  33  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.02     1.4335    0.003  12.4   1.5 120.0   64.12    81.4      -1.0000       0.0000
2016 10 31 20 26 14    66.5    10.7   1.335   0.2   0.1   0.0  35.7  34.0   0.0 116 113   0  33  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.01     1.4319    0.003  12.4   1.5 120.0   67.36    80.9      -1.0000       0.0000
2016 10 31 20 31 14    59.9     8.2   1.332   0.3   0.1   0.0  35.3  32.7   0.0 115 111   0  33  35  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.02     1.4327    0.003  12.4   1.5 120.0   60.46    82.2      -1.0000       0.0000
2016 10 31 20 36 14    52.5     6.6   1.328   0.2   0.0   0.0  33.5  32.3   0.0 112 108   0  34  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  19.02     1.4280    0.003  12.4   1.5 120.0   52.91    82.8      -1.0000       0.0000
2016 10 31 20 41 14    51.4     5.8   1.325   0.2   0.0   0.0  34.4  32.3   0.0 113 109   0  33  34  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.03     1.4260    0.002  12.4   1.5 120.0   51.73    83.6      -1.0000       0.0000
2016 10 31 20 46 14    50.8     5.4   1.322   0.3   0.1   0.0  34.0  32.3   0.0 113 108   0  34  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.19     1.4272    0.003  12.4   1.5 120.0   51.09    83.9      -1.0000       0.0000
2016 10 31 20 51 14    55.4     5.9   1.321   0.3   0.1   0.0  34.8  32.7   0.0 114 109   0  33  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.21     1.4288    0.003  12.4   1.5 120.0   55.71    83.9      -1.0000       0.0000
2016 10 31 20 56 14    53.6     6.6   1.323   0.3   0.1   0.0  34.4  32.7   0.0 113 109   0  33  33  24   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.15     1.4303    0.003  12.4   1.5 120.0   54.00    83.0      -1.0000       0.0000
2016 10 31 21 01 14    57.2     7.0   1.325   0.3   0.1   0.0  34.8  32.7   0.0 114 109   0  33  33  25   0  261.1   4.0  -2.4  0.0  0.0  0.0  19.14     1.4319    0.002  12.4   1.5 120.0   57.63    83.0      -1.0000       0.0000
2016 10 31 21 06 14    56.3     7.1   1.327   0.2   0.0   0.0  34.4  31.8   0.0 113 109   0  33  35  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.11     1.4343    0.003  12.4   1.5 120.0   56.75    82.8      -1.0000       0.0000
2016 10 31 21 11 14    54.1     6.3   1.331   0.3   0.1   0.0  34.0  31.4   0.0 113 108   0  34  35  25   0  261.1   4.0  -2.4  0.0  0.0  0.0  19.11     1.4351    0.003  12.4   1.5 120.0   54.47    83.4      -1.0000       0.0000
2016 10 31 21 16 14    56.9     7.2   1.326   0.3   0.1   0.0  34.8  32.7   0.0 114 109   0  33  33  25   0  261.2   4.0  -2.4  0.0  0.0  0.0  19.09     1.4331    0.002  12.4   1.5 120.0   57.35    82.8      -1.0000       0.0000
2016 10 31 21 21 14    56.3     6.1   1.328   0.2   0.0   0.0  34.8  32.3   0.0 114 108   0  33  33  24   0  261.1   4.0  -2.4  0.0  0.0  0.0  19.09     1.4315    0.002  12.4   1.5 120.0   56.63    83.8      -1.0000       0.0000
