Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2016 07 26 17 17 32    86.5    13.9   1.054   0.3   0.1   0.0  36.5  32.7   0.0 123 112   0  38  36  26   0  261.3   3.6  -2.0  0.0  0.0  0.0  12.27     4.6871    0.004  12.4   1.5 119.5   87.61    80.9      -1.0000       0.0000
2016 07 26 17 22 32    84.9    14.0   1.054   0.3   0.1   0.0  34.8  31.8   0.0 119 111   0  38  37  26   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.27     4.6855    0.004  12.4   1.5 119.5   86.05    80.6      -1.0000       0.0000
2016 07 26 17 27 32    86.3    13.7   1.045   0.3   0.1   0.0  36.1  32.3   0.0 121 111   0  37  36  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6792    0.004  12.4   1.5 119.5   87.38    81.0      -1.0000       0.0000
2016 07 26 17 32 32    83.4    13.1   1.034   0.3   0.1   0.0  37.0  32.3   0.0 123 112   0  37  37  26   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6733    0.003  12.4   1.5 119.5   84.42    81.1      -1.0000       0.0000
2016 07 26 17 37 32    84.5    13.6   1.034   0.3   0.1   0.0  34.0  32.3   0.0 117 111   0  38  36  26   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.27     4.6689    0.003  12.4   1.5 119.5   85.59    80.9      -1.0000       0.0000
2016 07 26 17 42 32    80.5    12.1   1.033   0.3   0.1   0.0  33.1  31.8   0.0 115 110   0  38  36  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6685    0.002  12.4   1.5 119.5   81.40    81.5      -1.0000       0.0000
2016 07 26 17 47 32    79.1    12.8   1.033   0.3   0.1   0.0  32.7  31.4   0.0 113 109   0  37  36  26   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.27     4.6681    0.002  12.4   1.5 119.5   80.13    80.8      -1.0000       0.0000
2016 07 26 17 52 32    78.5    11.8   1.031   0.3   0.1   0.0  32.3  31.4   0.0 113 108   0  38  35  26   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6693    0.003  12.2   1.5 119.5   79.38    81.5      -1.0000       0.0000
2016 07 26 17 57 32    74.4    10.9   1.029   0.3   0.1   0.0  32.3  30.1   0.0 113 107   0  38  37  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6661    0.003  12.2   1.5 119.5   75.19    81.7      -1.0000       0.0000
2016 07 26 18 02 32    76.5    12.0   1.021   0.2   0.1   0.0  32.3  31.0   0.0 113 108   0  38  36  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6606    0.003  12.2   1.5 119.5   77.44    81.1      -1.0000       0.0000
2016 07 26 18 07 32    78.8    12.4   1.013   0.3   0.1   0.0  32.3  31.0   0.0 113 109   0  38  37  26   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6535    0.003  12.2   1.5 119.5   79.77    81.1      -1.0000       0.0000
2016 07 26 18 12 32    80.0    10.8   1.007   0.3   0.1   0.0  33.5  31.4   0.0 119 109   0  41  36  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.27     4.6460    0.004  12.2   1.5 119.5   80.73    82.3      -1.0000       0.0000
2016 07 26 18 17 32    78.4    12.6   1.002   0.3   0.1   0.0  33.1  31.0   0.0 114 109   0  37  37  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.27     4.6404    0.003  12.2   1.5 119.5   79.41    80.9      -1.0000       0.0000
2016 07 26 18 22 32    79.5    11.3   1.001   0.3   0.1   0.0  33.1  31.0   0.0 116 109   0  39  37  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.27     4.6385    0.003  12.2   1.5 119.5   80.30    81.9      -1.0000       0.0000
2016 07 26 18 27 32    82.8    11.8   1.001   0.3   0.1   0.0  34.8  31.4   0.0 119 110   0  38  37  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.27     4.6385    0.004  12.2   1.5 119.5   83.64    81.9      -1.0000       0.0000
2016 07 26 18 32 32    82.5    12.9   0.998   0.3   0.1   0.0  32.3  31.0   0.0 113 109   0  38  37  26   0  261.2   3.6  -2.0  0.0  0.0  0.0  12.26     4.6389    0.003  12.2   1.5 119.5   83.50    81.1      -1.0000       0.0000
